Způsob_koupě,Typ_obydlení,Počet_pokojů,Typ_kuchyně,Velikost_bytu,Cena,Ulice,Kraj
prodej,bytu,1,k,39,3990000,"Železná Ruda - Hojsova Stráž, okres Klatovy",4
prodej,bytu,2,1,63,3750000,"Houškova, Plzeň - Východní Předměstí",4
prodej,bytu,1,k,45,3415255,Plzeň,4
prodej,bytu,3,1,75,0,"Příkopy, Hostouň, okres Domažlice",4
prodej,bytu,3,1,68,2799000,"Stadtrodská, Tachov",4
prodej,bytu,3,1,78,0,"Hrádek, okres Klatovy",4
prodej,bytu,3,k,66,4999000,"Swobodova, Tachov",4
prodej,bytu,3,1,68,2490000,"Spálené Poříčí, okres Plzeň-Jih",4
prodej,bytu,2,1,92,2599000,"náměstí Svobody, Planá, okres Tachov",4
prodej,bytu,2,k,73,5390170,"Vojanova, Plzeň - Skvrňany",4
prodej,bytu,2,k,42,2661600,"Guldenerova, Plzeň - Východní Předměstí",4
prodej,bytu,4,k,130,2750000,"Nečtiny - Hrad Nečtiny, okres Plzeň-sever",4
prodej,bytu,3,1,84,3780000,"Kaštanová, Sušice - Sušice II, okres Klatovy",4
prodej,bytu,2,1,62,4500000,"Sladkovského, Plzeň - Východní Předměstí",4
prodej,bytu,2,k,50,7900000,"Klatovská, Železná Ruda, okres Klatovy",4
prodej,bytu,2,k,62,4877895,Plzeň,4
prodej,bytu,2,k,64,5283624,Plzeň,4
prodej,bytu,2,k,64,5481375,Plzeň,4
prodej,bytu,1,k,49,4143520,Plzeň,4
prodej,bytu,2,1,57,2220000,"Boženy Němcové, Tachov",4
prodej,bytu,2,1,68,3150000,"Stadtrodská, Tachov",4
prodej,bytu,3,k,86,4560000,"Křižíkova, Nýřany, okres Plzeň-sever",4
prodej,bytu,3,k,58,5999000,"Zlatá stezka, Kašperské Hory, okres Klatovy",4
prodej,bytu,3,k,52,4999000,"Zlatá stezka, Kašperské Hory, okres Klatovy",4
prodej,bytu,4,k,131,13490000,"Srní, okres Klatovy",4
prodej,bytu,3,k,71,4200000,"Vimperská, Kašperské Hory, okres Klatovy",4
prodej,bytu,3,1,69,3015000,"Přimdská, Bor, okres Tachov",4
prodej,bytu,3,1,90,3200000,"Masarykova, Horšovský Týn - Malé Předměstí, okres Domažlice",4
prodej,bytu,2,k,62,3190000,"Houškova, Plzeň - Východní Předměstí",4
prodej,bytu,1,k,60,4168690,"Dragounská, Klatovy - Klatovy IV",4
prodej,bytu,3,1,77,1890000,"Vidice, okres Domažlice",4
prodej,bytu,3,k,72,5999000,"Květinová, Plzeň - Křimice",4
prodej,bytu,2,k,64,5272460,Plzeň,4
prodej,bytu,2,k,65,5606395,Plzeň,4
prodej,bytu,2,k,63,5286795,Plzeň,4
prodej,bytu,1,k,68,3966800,Plzeň,4
prodej,bytu,2,k,96,5858550,Plzeň,4
prodej,bytu,4,1,130,2980000,"Petra Bezruče, Nýrsko, okres Klatovy",4
prodej,bytu,4,1,96,2750000,"Stráž, okres Tachov",4
prodej,bytu,3,k,74,2399000,"Karlín, Planá, okres Tachov",4
prodej,bytu,3,k,74,2399000,"Karlín, Planá, okres Tachov",4
prodej,bytu,3,1,101,6300000,Klatovy,4
prodej,bytu,3,1,64,4200000,Klatovy,4
prodej,bytu,3,1,101,6300000,Klatovy,4
prodej,bytu,2,k,57,3800000,Klatovy,4
prodej,bytu,3,1,90,3550000,"Masarykova, Horšovský Týn - Malé Předměstí, okres Domažlice",4
prodej,bytu,4,k,142,6499000,"Bolevecká náves, Plzeň - Bolevec",4
prodej,bytu,2,1,49,2290000,"Bor, okres Tachov",4
prodej,bytu,3,k,64,5649000,"Čechova, Plzeň - Jižní Předměstí",4
prodej,bytu,3,1,78,3499000,"Pod Koníčky, Klatovy - Klatovy II",4
prodej,bytu,3,1,66,3050000,"Pod Hůrkou, Klatovy - Klatovy III",4
prodej,bytu,2,k,47,3542500,"Rozvojová zóna, Janovice nad Úhlavou, okres Klatovy",4
prodej,bytu,1,k,22,1735000,"Rozvojová zóna, Janovice nad Úhlavou, okres Klatovy",4
prodej,bytu,4,k,81,5200000,"Vochov, okres Plzeň-sever",4
prodej,bytu,2,k,73,5390170,"Vojanova, Plzeň - Skvrňany",4
prodej,bytu,3,k,74,2950000,"Rozvojová zóna, Janovice nad Úhlavou, okres Klatovy",4
prodej,bytu,3,k,85,4560000,Tachov,4
prodej,bytu,4,k,80,5590000,"Platanová, Město Touškov, okres Plzeň-sever",4
prodej,bytu,3,k,115,0,"Čachrov - Javorná, okres Klatovy",4
prodej,bytu,3,k,75,6900000,"Na Roudné, Plzeň",4
prodej,bytu,4,k,104,0,"Na Roudné, Plzeň",4
prodej,bytu,4,k,95,8900000,"Na Roudné, Plzeň",4
prodej,bytu,2,k,59,6400000,"Na Roudné, Plzeň",4
prodej,bytu,1,k,37,4000000,"Na Roudné, Plzeň",4
prodej,bytu,3,k,80,4490000,"Hájkova, Sušice - Sušice III, okres Klatovy",4
prodej,bytu,2,1,58,2549000,"Zárečná, Tachov",4
prodej,bytu,3,1,68,3399000,"Zárečná, Tachov",4
prodej,bytu,2,1,67,2700000,"U klubu, Horní Bříza, okres Plzeň-sever",4
0,0,0,0,0,0,"Pionýrská, Líně, okres Plzeň-sever",4
prodej,bytu,2,k,62,5229000,"Křimická, Plzeň - Skvrňany",4
prodej,bytu,1,k,35,3891000,"Křimická, Plzeň - Skvrňany",4
prodej,bytu,2,1,54,1935000,"Kollárova, Ostrov, okres Karlovy Vary",5
prodej,bytu,2,k,28,1600000,"Dubová, Karlovy Vary - Bohatice",5
prodej,bytu,1,1,35,1568000,"K Linhartu, Karlovy Vary - Doubí",5
prodej,bytu,1,1,41,670000,"Bukovany, okres Sokolov",5
prodej,bytu,3,k,81,5250000,"Bezejmenná, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,1,55,0,"Na Výsluní, Dalovice, okres Karlovy Vary",5
prodej,bytu,4,k,105,9500000,"Zeyerova, Mariánské Lázně - Úšovice, okres Cheb",5
prodej,bytu,2,k,53,3750000,"Chebská, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,k,53,3700000,"Chebská, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,1,78,4400000,"Moskevská, Karlovy Vary",5
prodej,bytu,3,k,67,8805270,"Sadová, Karlovy Vary",5
prodej,bytu,2,k,72,4990000,"Zeyerova, Mariánské Lázně - Úšovice, okres Cheb",5
prodej,bytu,2,1,76,2999000,"Vítězná, Karlovy Vary - Drahovice",5
prodej,bytu,3,1,82,2700000,"Nádražní, Karlovy Vary - Stará Role",5
prodej,bytu,2,1,54,2700000,"náměstí Dr. M. Horákové, Karlovy Vary",5
prodej,bytu,2,k,65,8032500,"Divadelní náměstí, Karlovy Vary",5
prodej,bytu,2,k,48,3700000,"Chebská, Mariánské Lázně, okres Cheb",5
prodej,bytu,3,1,84,3199000,"Karlovarská, Mariánské Lázně, okres Cheb",5
prodej,bytu,3,k,88,5550000,"Pražská silnice, Karlovy Vary",5
prodej,bytu,1,1,42,2990000,"Hlavní třída, Mariánské Lázně, okres Cheb",5
prodej,bytu,3,k,80,4150000,"Polní, Mariánské Lázně - Úšovice, okres Cheb",5
prodej,bytu,3,k,106,7490000,"Masarykova, Mariánské Lázně, okres Cheb",5
prodej,bytu,1,1,46,3600000,"Mladějovského, Mariánské Lázně, okres Cheb",5
prodej,bytu,1,k,29,2700000,"Chebská, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,k,53,3750000,"Chebská, Mariánské Lázně, okres Cheb",5
prodej,bytu,5,1,185,16575000,"Divadelní náměstí, Karlovy Vary",5
prodej,bytu,2,k,53,3900000,"Chebská, Mariánské Lázně, okres Cheb",5
prodej,bytu,3,k,57,4990000,"Boží Dar, okres Karlovy Vary",5
prodej,bytu,3,1,67,1850000,"Bezručova, Horní Blatná, okres Karlovy Vary",5
prodej,bytu,2,1,64,1444444,"Karla Havlíčka Borovského, Sokolov",5
prodej,bytu,2,1,55,1800000,"Nádražní, Lázně Kynžvart, okres Cheb",5
prodej,bytu,2,1,68,1890000,"Mírová, Loket, okres Sokolov",5
prodej,bytu,2,k,56,4700000,"Chebská, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,k,46,4790000,"Pražská, Abertamy, okres Karlovy Vary",5
prodej,bytu,3,1,64,2398000,"Mánesova, Sokolov",5
prodej,bytu,3,1,101,5700000,"Anglická, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,k,53,3800000,"Chebská, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,1,66,2290000,"Za Tratí, Mariánské Lázně - Úšovice, okres Cheb",5
prodej,bytu,3,k,66,4790000,"ČSA, Abertamy, okres Karlovy Vary",5
prodej,bytu,1,1,37,2650000,"náměstí Dr. M. Horákové, Karlovy Vary",5
prodej,bytu,2,k,48,3750000,"Chebská, Mariánské Lázně, okres Cheb",5
prodej,bytu,3,k,113,4490000,"Pražská silnice, Karlovy Vary",5
prodej,bytu,2,1,47,1499000,"Zahradní, Horní Slavkov, okres Sokolov",5
prodej,bytu,2,k,48,5400000,"Pražská, Abertamy, okres Karlovy Vary",5
prodej,bytu,2,1,62,1690000,"Jednoty, Sokolov",5
prodej,bytu,2,1,95,3490000,"Ondřejská, Karlovy Vary",5
prodej,bytu,3,1,118,2400000,"Boženy Němcové, Jáchymov, okres Karlovy Vary",5
prodej,bytu,2,k,79,6799000,"Zahradní, Karlovy Vary",5
prodej,bytu,1,1,37,1070000,"Alšova, Sokolov",5
prodej,bytu,3,k,68,4600000,"Chebská, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,1,82,900000,"Hrnčířská, Chodov, okres Sokolov",5
prodej,bytu,3,1,67,3260000,"Krymská, Karlovy Vary",5
prodej,bytu,2,k,86,2090000,"Kolmá, Karlovy Vary",5
prodej,bytu,1,k,18,1280000,"Fibichova, Karlovy Vary - Stará Role",5
prodej,bytu,2,k,73,4990000,"Majakovského, Horní Blatná, okres Karlovy Vary",5
prodej,bytu,2,k,47,4120000,"Zeyerova, Mariánské Lázně - Úšovice, okres Cheb",5
prodej,bytu,2,k,41,2390000,"K Lanovce, Jáchymov, okres Karlovy Vary",5
prodej,bytu,3,1,77,2690000,"Hlavní třída, Ostrov, okres Karlovy Vary",5
prodej,bytu,2,k,68,2790000,"Husova, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,k,49,5635000,"Merklín - Pstruží, okres Karlovy Vary",5
prodej,bytu,1,k,23,2490000,"Masarykova, Mariánské Lázně, okres Cheb",5
prodej,bytu,1,1,44,2080000,"Foersterova, Karlovy Vary",5
prodej,bytu,2,1,60,3000000,"Třebízského, Mariánské Lázně, okres Cheb",5
prodej,bytu,3,1,65,1150000,"Neumannova, Aš, okres Cheb",5
prodej,bytu,3,1,92,4990000,"Hlavní třída, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,1,53,1157430,"Hornická, Sokolov",5
prodej,bytu,2,k,48,3800000,"Chebská, Mariánské Lázně, okres Cheb",5
prodej,bytu,3,1,86,6750000,"Škroupova, Karlovy Vary",5
prodej,bytu,3,k,140,7350000,"Šumavská, Karlovy Vary",5
prodej,bytu,3,k,230,14769000,"Škroupova, Karlovy Vary",5
prodej,bytu,2,1,60,2699000,"Za Tratí, Mariánské Lázně - Úšovice, okres Cheb",5
prodej,bytu,3,1,59,1999000,"Karla Havlíčka Borovského, Sokolov",5
prodej,bytu,4,1,83,3890000,"Dyleňská, Mariánské Lázně - Úšovice, okres Cheb",5
prodej,bytu,2,1,60,2699000,"Dyleňská, Mariánské Lázně - Úšovice, okres Cheb",5
prodej,bytu,2,1,52,1699000,"Sokolovská, Sokolov",5
prodej,bytu,3,1,68,2570000,"Štúrova, Karlovy Vary - Bohatice",5
prodej,bytu,2,1,48,2396800,"Hlavní třída, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,1,50,2490000,"nábřeží Jana Palacha, Karlovy Vary",5
prodej,bytu,3,k,117,6650000,"Mattoniho nábřeží, Karlovy Vary - Drahovice",5
prodej,bytu,3,1,84,2800000,"Sokolovská, Karlovy Vary - Rybáře",5
prodej,bytu,2,1,71,6840000,"Lázeňská, Karlovy Vary",5
prodej,bytu,3,k,68,4700000,"Chebská, Mariánské Lázně, okres Cheb",5
prodej,bytu,3,1,99,4000000,"Mattoniho nábřeží, Karlovy Vary - Drahovice",5
prodej,bytu,2,1,33,2799000,"Vítězná, Karlovy Vary - Drahovice",5
prodej,bytu,3,1,70,1800000,"Velichov, okres Karlovy Vary",5
prodej,bytu,2,1,90,2990000,"Foersterova, Karlovy Vary",5
prodej,bytu,2,1,88,4300000,"Jaltská, Karlovy Vary",5
prodej,bytu,2,1,56,1490000,"Karlovarská, Chodov, okres Sokolov",5
prodej,bytu,2,k,64,3250000,"Dřevěná, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,1,51,1590750,"Sokolovská, Sokolov",5
prodej,bytu,2,1,59,2250000,"Plzeňská, Mariánské Lázně - Úšovice, okres Cheb",5
prodej,bytu,4,1,106,5250000,"Blahoslavova, Karlovy Vary - Drahovice",5
prodej,bytu,2,1,65,2999000,"Mánesova, Ostrov, okres Karlovy Vary",5
prodej,bytu,3,k,160,9150000,"Bezejmenná, Mariánské Lázně, okres Cheb",5
prodej,bytu,3,1,88,0,"Blahoslavova, Karlovy Vary - Drahovice",5
prodej,bytu,2,1,62,2400000,"třída Dukelských hrdinů, Jáchymov, okres Karlovy Vary",5
prodej,bytu,3,k,100,11850000,"Divadelní náměstí, Karlovy Vary",5
prodej,bytu,3,k,86,3645000,"Mladějovského, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,1,62,2310000,"Mládežnická, Karlovy Vary - Rybáře",5
prodej,bytu,3,1,113,16250000,"Divadelní náměstí, Karlovy Vary",5
prodej,bytu,4,1,125,8490000,"Ruská, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,k,87,6100000,"Chopinova, Mariánské Lázně, okres Cheb",5
prodej,bytu,5,k,119,8700000,"Chopinova, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,k,70,5800000,"Chopinova, Mariánské Lázně, okres Cheb",5
prodej,bytu,5,k,182,11500000,"Chopinova, Mariánské Lázně, okres Cheb",5
prodej,bytu,3,k,87,6700000,"Chopinova, Mariánské Lázně, okres Cheb",5
prodej,bytu,3,k,90,6300000,"Chopinova, Mariánské Lázně, okres Cheb",5
prodej,bytu,3,k,87,6700000,"Chopinova, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,1,66,2080000,"Lesní, Cheb",5
prodej,bytu,5,k,215,14800000,"Chopinova, Mariánské Lázně, okres Cheb",5
prodej,bytu,3,1,62,2550000,"Husova, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,1,54,2900000,"Foersterova, Karlovy Vary",5
prodej,bytu,1,k,36,3000000,"Ruská, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,1,70,2650000,"Sokolovská, Karlovy Vary - Rybáře",5
prodej,bytu,2,k,43,3990000,"Boží Dar, okres Karlovy Vary",5
prodej,bytu,4,k,194,14490000,"Masarykova, Mariánské Lázně, okres Cheb",5
prodej,bytu,3,k,76,4920825,"Waldertova, Karlovy Vary - Drahovice",5
prodej,bytu,2,k,60,3990000,"Třebízského, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,1,62,1950000,"Sokolovská, Karlovy Vary - Rybáře",5
prodej,bytu,2,k,56,2750000,"Franze Kafky, Mariánské Lázně - Úšovice, okres Cheb",5
prodej,bytu,3,k,92,10800000,"Masarykova, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,k,67,7850000,"Masarykova, Mariánské Lázně, okres Cheb",5
prodej,bytu,3,1,68,2250000,"Mánesova, Mariánské Lázně - Úšovice, okres Cheb",5
prodej,bytu,3,1,74,2850000,"Dvořákova, Cheb",5
prodej,bytu,3,k,68,4650000,"Chebská, Mariánské Lázně, okres Cheb",5
prodej,bytu,3,k,82,9600000,"Masarykova, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,k,69,8100000,"Masarykova, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,k,89,10400000,"Masarykova, Mariánské Lázně, okres Cheb",5
prodej,bytu,4,k,118,5350000,"Břehnická, Cheb",5
prodej,bytu,2,1,59,999000,"Libavské Údolí, okres Sokolov",5
prodej,bytu,2,1,54,970000,"Poštovní, Horní Slavkov, okres Sokolov",5
prodej,bytu,2,1,50,1230000,"Křižíkova, Sokolov",5
prodej,bytu,3,1,100,5990000,"Ruská, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,k,57,0,"Masarykova, Mariánské Lázně, okres Cheb",5
prodej,bytu,3,k,68,4700000,"Chebská, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,1,53,2099000,"Sokolovská, Karlovy Vary - Rybáře",5
prodej,bytu,2,1,102,5100000,"Poštovní, Mariánské Lázně, okres Cheb",5
prodej,bytu,1,1,36,1990000,"Tyršova, Velká Hleďsebe, okres Cheb",5
prodej,bytu,3,1,86,4390000,"Karlovarská, Mariánské Lázně, okres Cheb",5
prodej,bytu,3,k,76,4920825,"Waldertova, Karlovy Vary",5
prodej,bytu,3,k,87,3690000,"Ruská, Mariánské Lázně, okres Cheb",5
prodej,bytu,1,1,47,2390000,"Ruská, Mariánské Lázně, okres Cheb",5
prodej,bytu,4,1,75,1990000,"Tři Sekery, okres Cheb",5
prodej,bytu,3,k,68,4600000,"Chebská, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,1,53,1490000,"Mičurinova, Sokolov",5
prodej,bytu,2,1,53,1490000,"Mičurinova, Sokolov",5
prodej,bytu,3,k,82,5490000,"Bezejmenná, Mariánské Lázně, okres Cheb",5
prodej,bytu,3,1,120,5200000,"Ruská, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,1,66,2490000,"Dyleňská, Mariánské Lázně - Úšovice, okres Cheb",5
prodej,bytu,3,1,63,2599000,"Lesní, Cheb",5
prodej,bytu,3,1,67,2399000,"Sídliště, Hroznětín, okres Karlovy Vary",5
prodej,bytu,3,1,73,3050000,"V Zahradách, Cheb",5
prodej,bytu,3,1,65,2897000,"Kladenská, Karlovy Vary - Stará Role",5
prodej,bytu,2,k,53,3800000,"Chebská, Mariánské Lázně, okres Cheb",5
prodej,bytu,3,1,85,2700000,"Družstevní, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,1,56,1600000,"Slovenská, Sokolov",5
prodej,bytu,3,1,56,1520000,"Okružní, Nejdek, okres Karlovy Vary",5
prodej,bytu,3,1,73,90000,"Habartov, okres Sokolov",5
prodej,bytu,4,1,118,4990000,"Na Vyhlídce, Karlovy Vary",5
prodej,bytu,3,1,61,1750000,"U Koupaliště, Chodov, okres Sokolov",5
prodej,bytu,2,k,59,8999000,"Boží Dar, okres Karlovy Vary",5
prodej,bytu,2,k,42,3950000,"Mladějovského, Mariánské Lázně, okres Cheb",5
prodej,bytu,3,1,101,9500000,"Mariánskolázeňská, Karlovy Vary",5
prodej,bytu,2,k,53,3990000,"Chebská, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,1,57,1050000,"Hlavní, Chodov, okres Sokolov",5
prodej,bytu,1,1,35,1180000,"U Pivovaru, Kynšperk nad Ohří, okres Sokolov",5
prodej,bytu,3,1,63,2799000,"Ke Kasárnům, Mariánské Lázně - Úšovice, okres Cheb",5
prodej,bytu,4,1,82,3699999,"Do Zátiší, Cheb",5
prodej,bytu,3,1,68,1950000,"Hlavní, Aš, okres Cheb",5
prodej,bytu,3,k,61,2340000,"K Lanovce, Jáchymov, okres Karlovy Vary",5
prodej,bytu,2,1,72,4500000,"Foersterova, Karlovy Vary",5
prodej,bytu,3,1,102,5270000,Karlovy Vary,5
prodej,bytu,2,k,62,4210000,"Terezínská, Karlovy Vary - Doubí",5
prodej,bytu,3,1,110,6000000,"Divadelní, Karlovy Vary",5
prodej,bytu,3,k,160,9000000,"Bezejmenná, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,1,132,4900000,"Klíčová, Mariánské Lázně, okres Cheb",5
prodej,bytu,3,1,70,4250000,"Západní, Karlovy Vary",5
prodej,bytu,3,k,122,15607000,"Šumavská, Karlovy Vary",5
prodej,bytu,2,k,68,2889000,"Husova, Mariánské Lázně, okres Cheb",5
prodej,bytu,3,k,131,17000000,"Libušina, Karlovy Vary",5
prodej,bytu,2,k,50,2346667,"Mariánské Lázně - Úšovice, okres Cheb",5
prodej,bytu,3,1,70,1399999,"Švermova, Habartov, okres Sokolov",5
prodej,bytu,1,k,20,1040000,"Moskevská, Karlovy Vary",5
prodej,bytu,3,1,64,1160000,"Nejdek, okres Karlovy Vary",5
prodej,bytu,2,1,82,3296000,"Na Vyhlídce, Karlovy Vary",5
prodej,bytu,2,1,60,1749000,"Švabinského, Sokolov",5
prodej,bytu,2,k,51,2700000,"1. máje, Karlovy Vary - Dvory",5
prodej,bytu,1,1,35,1050000,"Dlouhá, Horní Slavkov, okres Sokolov",5
prodej,bytu,3,1,77,4590000,"Moravská, Karlovy Vary",5
prodej,bytu,3,k,78,3990000,"nábřeží Jana Palacha, Karlovy Vary",5
prodej,bytu,2,1,44,1290000,"Kostelní, Plesná, okres Cheb",5
prodej,bytu,2,k,44,4200000,"Pod Strání, Dalovice, okres Karlovy Vary",5
prodej,bytu,2,k,71,6800000,"Pod Strání, Dalovice, okres Karlovy Vary",5
prodej,bytu,2,k,63,5800000,"Pod Strání, Dalovice, okres Karlovy Vary",5
prodej,bytu,2,k,73,4990000,"Majakovského, Horní Blatná, okres Karlovy Vary",5
prodej,bytu,2,1,69,4430000,"Vítězná, Karlovy Vary",5
prodej,bytu,3,k,80,4500000,"Bezejmenná, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,1,55,1895000,"Valdštejnova, Cheb",5
prodej,bytu,3,1,67,2390000,"Sídliště, Hroznětín, okres Karlovy Vary",5
prodej,bytu,2,1,64,3680000,"Májová, Františkovy Lázně, okres Cheb",5
prodej,bytu,4,k,105,3999000,"Dolní, Dalovice - Všeborovice, okres Karlovy Vary",5
prodej,bytu,2,1,56,1590000,"Okružní, Nejdek, okres Karlovy Vary",5
prodej,bytu,4,k,110,4200000,"Pivovarská, Cheb",5
prodej,bytu,2,k,38,2700000,"Borová, Karlovy Vary - Rybáře",5
prodej,bytu,1,1,31,1500000,"Závodu míru, Karlovy Vary - Stará Role",5
prodej,bytu,1,k,61,3799000,"Jateční, Karlovy Vary",5
prodej,bytu,3,1,85,3030000,"Wolkerova, Karlovy Vary",5
prodej,bytu,1,1,36,1250000,"Jelínkova, Sokolov",5
prodej,bytu,1,1,36,1650000,"Merklín, okres Karlovy Vary",5
prodej,bytu,2,1,56,1190000,"Svatopluka Čecha, Sokolov",5
prodej,bytu,2,1,57,1550000,"Merklín, okres Karlovy Vary",5
prodej,bytu,1,1,59,1990000,"Boženy Němcové, Františkovy Lázně, okres Cheb",5
prodej,bytu,3,k,91,3499000,"Západní, Karlovy Vary",5
prodej,bytu,3,k,91,4900000,"Hlavní třída, Mariánské Lázně, okres Cheb",5
prodej,bytu,2,1,55,1320000,"Toužim - Kosmová, okres Karlovy Vary",5
prodej,bytu,3,k,71,3600000,"Ondřejská, Karlovy Vary",5
prodej,bytu,3,1,74,2499000,"Spartakiádní, Sokolov",5
prodej,bytu,2,1,53,2450000,"Závodní, Karlovy Vary - Dvory",5
prodej,bytu,3,1,67,3275000,"Hroznatova, Mariánské Lázně - Úšovice, okres Cheb",5
prodej,bytu,2,1,62,2999000,"Táborská, Františkovy Lázně, okres Cheb",5
prodej,bytu,1,1,31,1300000,"Moskevská, Karlovy Vary",5
prodej,bytu,2,1,70,3100000,"S. K. Neumanna, Ostrov, okres Karlovy Vary",5
prodej,bytu,3,1,59,390000,"Nová Ves, okres Sokolov",5
prodej,bytu,2,1,60,2649000,"Hlavní třída, Ostrov, okres Karlovy Vary",5
prodej,bytu,2,1,78,4800000,"Dr. Davida Bechera, Karlovy Vary",5
prodej,bytu,2,1,61,1480000,"B. Smetany, Kraslice, okres Sokolov",5
prodej,bytu,3,k,111,11900000,"Masarykova, Mariánské Lázně, okres Cheb",5
prodej,bytu,4,k,133,10900000,"Masarykova, Mariánské Lázně, okres Cheb",5
prodej,bytu,3,k,90,4500000,"nábřeží Jana Palacha, Karlovy Vary",5
prodej,bytu,2,1,58,1050000,"Raisova, Habartov, okres Sokolov",5
prodej,bytu,1,1,42,2580000,"K. Čapka, Karlovy Vary",5
prodej,bytu,4,1,84,1999000,"Plzeňská, Toužim, okres Karlovy Vary",5
prodej,bytu,2,1,61,2290000,Cheb - Horní Dvory,5
prodej,bytu,3,1,74,2369000,Otovice - Rybáře,5
prodej,bytu,2,1,71,4150000,"Moskevská, Karlovy Vary",5
prodej,bytu,4,k,132,5295000,"K Lanovce, Jáchymov, okres Karlovy Vary",5
prodej,bytu,3,1,114,2600000,"Dukelská, Cheb",5
prodej,bytu,4,1,79,1989000,"Tylova, Aš, okres Cheb",5
prodej,bytu,3,1,66,2800000,"Svobodova, Nová Role, okres Karlovy Vary",5
prodej,bytu,3,k,72,2890000,"Heyrovského, Sokolov",5
prodej,bytu,2,k,88,6072600,"Sadová, Karlovy Vary",5
prodej,bytu,2,k,99,8305000,"Šumavská, Karlovy Vary",5
prodej,bytu,2,k,65,5942000,"Šumavská, Karlovy Vary",5
prodej,bytu,1,k,39,3500000,"Šumavská, Karlovy Vary",5
prodej,bytu,3,k,65,5225000,"Šumavská, Karlovy Vary",5
prodej,bytu,4,1,81,2990000,"Severní, Karlovy Vary - Rybáře",5
prodej,bytu,3,k,79,7112000,"Šumavská, Karlovy Vary",5
prodej,bytu,1,1,36,1490000,"Obuvnická, Bochov, okres Karlovy Vary",5
prodej,bytu,2,1,56,3200000,"Maďarská, Karlovy Vary - Drahovice",5
prodej,bytu,3,k,60,1490000,"Tři Sekery, okres Cheb",5
prodej,bytu,3,1,76,2450000,"Trčky z Lípy, Cheb",5
prodej,bytu,3,1,74,5050000,"Vřídelní, Karlovy Vary",5
prodej,bytu,3,k,73,3490000,"nábřeží Jana Palacha, Karlovy Vary",5
prodej,bytu,2,k,57,3120000,"nábřeží Jana Palacha, Karlovy Vary",5
prodej,bytu,2,1,56,3357300,"Na Vyhlídce, Karlovy Vary",5
prodej,bytu,3,1,62,1050000,"Nová Ves, okres Sokolov",5
prodej,bytu,2,k,93,3410000,"Nová Role, okres Karlovy Vary",5
prodej,bytu,2,1,71,2590000,"Sokolovská, Karlovy Vary - Rybáře",5
prodej,bytu,4,k,150,9270000,"Pražská silnice, Karlovy Vary",5
prodej,bytu,2,1,60,1950000,"třída Dukelských hrdinů, Jáchymov, okres Karlovy Vary",5
prodej,bytu,3,1,74,3999000,"Rooseweltova, Abertamy, okres Karlovy Vary",5
prodej,bytu,4,k,81,4990000,"Palackého, Mariánské Lázně - Úšovice, okres Cheb",5
prodej,bytu,3,1,97,3090000,"náměstí Karla IV., Nejdek, okres Karlovy Vary",5
prodej,bytu,2,1,55,980000,"Kostelní, Plesná, okres Cheb",5
prodej,bytu,3,k,84,6848000,"Šumavská, Karlovy Vary",5
prodej,bytu,3,1,76,2990000,"Švabinského, Sokolov",5
prodej,bytu,2,k,99,7995000,"Šumavská, Karlovy Vary",5
prodej,bytu,5,1,147,7980000,"Kostelní, Loket, okres Sokolov",5
prodej,bytu,2,k,42,1590000,"Klostermannova, Františkovy Lázně - Slatina, okres Cheb",5
prodej,bytu,2,k,50,1770000,"Masarykova, Nové Sedlo, okres Sokolov",5
prodej,bytu,3,k,82,6905000,"Šumavská, Karlovy Vary",5
prodej,bytu,4,k,138,14100000,"Tyršova, Karlovy Vary",5
prodej,bytu,3,k,122,9390000,"Jindřicha Konečného, Karlovy Vary",5
prodej,bytu,3,k,87,7456000,"Šumavská, Karlovy Vary",5
